Cod;titulo;autor;editora;valor;publicacao;edicao;idioma
9444;Psicanálise e marxismo ;18;63;179.85;22/03/2018;1;inglês
9445;Soberania & processos de integraçào;41;63;189.31;24/08/2015;4;inglês
9446;Publicidade e propaganda ;20;63;23.0;21/07/2010;1;inglês
9447;A psicanálise no discurso de agentes de saúde mental ;72;63;338.69;22/10/2011;5;inglês
9448;Manual de gestào pública contemporânea ;29;63;126.94;01/11/2017;3;inglês
9449;Gerenciando o valor do cliente;40;63;16.12;02/02/2008;4;inglês
9450;Proteçào constitucional do consumidor no âmbito da regulaçào publicitária;2;63;436.9;17/09/2015;2;inglês
9451;Saúde nos Quilombos ;3;63;117.54;24/12/2017;3;inglês
9452;Sobre o behaviorismo ;47;63;257.06;27/10/2007;3;inglês
9453;A negra forca da princesa;27;63;282.38;14/10/2006;3;inglês
9454;[Anais do] VIII Encontro de Tratamento de Minérios e Hidrometalurgia ;62;63;261.34;17/04/2018;4;inglês
9455;Managing knowledge;9;63;334.23;22/02/2002;3;inglês
9456;Ensaios filosà“ficos ;52;63;53.95;30/12/2010;4;inglês
9457;O Vale Amazonico no futuro do mundo ;42;63;255.95;12/08/2003;3;inglês
9458;Estatistica indutiva;20;63;380.46;29/06/2002;1;inglês
9459;Saudade do futuro:;72;63;257.31;16/10/2007;3;inglês
9460;Qualidade em obras públicas;29;63;349.28;02/04/2015;5;inglês
9461;Bases e aplicações dos valores em psicologia e educaçào ;8;63;351.09;13/01/2017;3;inglês
9462;I Encontro Interamericano de Informática em Enfermagem, 01 a 04 de outubro de 1989, Centro de Convenções Unicamp, Campinas, SP Brasil;73;63;268.63;15/04/2006;4;inglês
9463;Alem da reengenharia ;60;63;382.5;26/07/2013;1;inglês
9464;A psicologia, o homem e a empresa ;7;63;449.07;06/06/2017;4;inglês
9465;City sense and city design:;51;63;44.47;17/11/2011;3;inglês
9466;Filosofâa del arte ;60;63;157.28;07/04/2017;3;inglês
9467;Guia do trabalho cientâfico;23;63;2.99;27/11/2016;3;inglês
9468;Dinâmica da paisagem no litoral oriental do Rio Grande do Norte;14;63;223.34;24/07/2007;4;inglês
9469;Anais da XII reuniào anual, Sào Paulo, SP, 11-14 de setembro de 1974 ;48;63;70.85;09/04/2004;3;inglês
9470;Taquari;64;63;500.35;26/10/2013;3;inglês
9471;Fogo morto ;29;63;320.58;27/02/2001;5;inglês
9472;Abyssal environment and ecology of the world oceans ;18;63;401.99;01/12/2015;3;inglês
9473;Popular Irish poetry ;60;63;330.1;27/12/2003;1;inglês
9474;Sançào na teoria do direito de Norberto Bobbio ;51;63;217.85;27/03/2018;5;inglês
9475;Eutrofizaçào do reservatírio Cruzeta na bacia representativa do Rio Seridí-RN;33;63;237.56;23/03/2000;3;inglês
9476;Court-traité de philosophie;54;63;0.92;27/09/2002;2;inglês
9477;Aperfeiçoando processos empresariais ;49;63;276.09;20/05/2005;5;inglês
9478;Information dashboard design;48;63;165.03;15/11/2005;3;inglês
9479;Psicoterapia geriátrica ;21;63;508.43;27/06/2017;3;inglês
9480;Anais do 1Âº Encontro Nacional de Economia da Saúde ;68;63;132.52;02/04/2008;1;inglês
9481;Elementi di pedagogia ;35;63;118.97;14/06/2004;1;inglês
9482;Controle da qualidade;19;63;490.94;27/05/2000;1;inglês
9483;Curso de direito romano;15;63;460.88;09/05/2002;4;inglês
9484;Logic and information ;60;63;502.89;05/08/2010;2;inglês
9485;Algoritmos;4;63;218.41;16/07/2000;3;inglês
9486;A intervençào breve na dependencia de drogas ;68;63;444.53;22/03/2008;2;inglês
9487;Análise das demonstrações financeiras ;36;63;361.93;25/11/2017;1;inglês
9488;Moving to e-business ;49;63;424.33;20/11/2016;1;inglês
9489;Escravos da precisào;3;63;490.76;06/10/2006;2;inglês
9490;Filosofia;62;63;58.02;23/08/2017;5;inglês
9491;1. Conferência Nacional de Medicamentos e Assistência Farmacêutica;55;63;389.68;10/11/2008;2;inglês
9492;Problemas de una ética filosífica ;24;63;247.28;22/01/2011;4;inglês
9493;Genética médica ;67;63;313.79;12/07/2012;5;inglês
9494;Lângua portuguesa;21;63;410.29;13/03/2016;2;inglês
9495;A imagem da marca;18;63;93.37;28/02/2015;3;inglês
9496;Sociologia;45;63;349.24;09/12/2007;5;inglês
9497;Técnicas de modificaçào de comportamento;42;63;121.47;16/08/2009;4;inglês
9498;An introduction to the finite element method ;15;63;402.57;18/03/2013;1;inglês
9499;A prática do design gráfico;68;63;48.42;15/03/2005;2;inglês
9500;Direito universitário e educaçào contemporânea ;32;63;87.78;11/12/2007;2;inglês
9501;Procedimentos inovadores em gestào habitacional ;9;63;238.32;23/08/2000;3;inglês
9502;Análise de DFA e de agrupamento do perfil de densidade de poços de petríleo;16;63;417.27;17/07/2011;3;inglês
9503;Transcendentalismo e dialética;32;63;297.67;30/07/2007;2;inglês
9504;A fôrma & a fírma ;35;63;314.19;29/03/2007;2;inglês
9505;Lavagem de dinheiro;29;68;96.23;09/02/2004;2;inglês
9506;Levantamento nacional sobre o uso de drogas entre crianças e adolescentes em situaçào de rua nas 27 capitais brasileiras, 2003 ;23;68;292.87;29/11/2001;4;inglês
9507;Introduction to robotics;13;68;278.3;19/07/2015;2;inglês
9508;As idéias economicas de José Ermirio de Moraes;60;68;113.18;01/12/2005;4;inglês
9509;Empresa que pensa ;54;68;188.69;29/08/2006;1;inglês
9510;Aspectos cardiolígicos em terapia intensiva neonatal e pediátrica ;51;68;21.59;04/10/2015;4;inglês
9511;Três momentos de Oscar Niemeyer  Three moments of Oscar Niemeyer ;73;68;424.24;29/01/2016;2;inglês
9512;A empresa totalmente voltada para o cliente;72;68;3.21;09/08/2016;3;inglês
9513;Estudo paramétrico da injeçào de vapor em reservatírios delgados;40;68;472.66;21/06/2000;1;inglês
9514;Bioética, medicina e tecnologia;48;68;454.06;04/04/2010;4;inglês
9515;Mercados para a pesca em Aracaju. -;63;68;161.55;31/07/2018;1;inglês
9516;Racionalidade e açào;50;68;469.75;14/11/2008;5;inglês
9517;Manual de gestào das cooperativas;74;68;124.4;04/12/2014;2;inglês
9518;Manual de direito penal;72;68;466.83;10/10/2007;2;inglês
9519;O humanismo ateu na atualidade ;27;68;55.92;29/10/2009;1;inglês
9520;Sistema de qualificaçào de empresas de serviços e obras SIQ-C ;64;68;50.42;07/04/2001;2;inglês
9521;Trajetíria e estado da arte da formaçào em engenharia, arquitetura e agronomia ;69;68;309.86;21/10/2014;2;inglês
9522;The benthos of lakes ;56;68;475.32;16/08/2012;5;inglês
9523;Pesquisas do ACSM para a fisiologia do exercâcio clânico;37;68;401.5;04/06/2011;4;inglês
9524;How Dell does it ;2;68;83.94;15/05/2004;2;inglês
9525;Mineraçào e processamento de minerais ;27;68;423.45;12/12/1999;3;inglês
9526;Venezuela;50;68;390.6;09/07/2004;3;inglês
9527;Bere'shith;24;68;28.13;10/01/2013;2;inglês
9528;O financiamento da educaçào no Brasil ;71;68;326.93;21/03/2013;3;inglês
9529;Becoming a better value creator:;7;68;350.36;19/01/2017;3;inglês
9530;Modelagem em SystemC-AMS de uma plataforma compatâvel com o Sistema de Coleta de Dados Brasileiro;73;68;272.84;08/08/2005;5;inglês
9531;Reanimaçào neonatal ;36;68;329.56;22/08/2004;5;inglês
9532;El cuarto reino ;71;68;115.51;01/10/2013;4;inglês
9533;Business, public policy, and society;44;68;468.25;02/09/2004;1;inglês
9534;Empresarios e empregos nos novos territorios produtivos;67;68;224.22;06/05/2010;5;inglês
9535;Análise de critérios de decisào em estratégias de arranjos produtivos locais;29;68;54.07;22/02/2012;3;inglês
9536;Sams teach yourself TCPIP in 24 hours ;17;68;385.4;05/01/2018;5;inglês
9537;Teoria jurâdica do crime ;64;68;137.67;13/03/2004;1;inglês
9538;Anais do VI Simpísio Luso-Brasileiro de Engenharia Sanitaria e Ambiental ;1;68;435.01;09/08/2015;2;inglês
9539;Cídigo de processo civil ;16;68;2.99;06/03/2011;1;inglês
9540;Análise da interaçào dos stakeholders na adoçào de estratégias de marketing verde;61;68;42.7;30/10/2000;3;inglês
9541;Mechatronic systems;49;68;392.32;02/03/2003;5;inglês
9542;O corpo como matriz pedagígica;63;68;317.41;08/09/2008;5;inglês
9543;Validaçào em análise quâmica ;46;68;281.14;19/06/2002;4;inglês
9544;Nas águas do prata;65;68;137.14;24/03/2005;4;inglês
9545;Desempenho de pacientes com acidente vascular encefálico em testes de reconhecimento de atividades de vida diária com frequência autocontrolada e pré-determinada;62;68;391.92;18/05/2013;1;inglês
9546;Urbanismo colonial:;3;68;317.07;11/07/2000;5;inglês
9547;Escrever vidas, narrar a histíria;6;68;198.19;22/09/2005;2;inglês
9548;Caracterâsticas fâsicas, somatotipo e desempenho de corredores de 100 e 400 metros no Rio Grande do Norte;37;68;258.97;28/03/2018;4;inglês
9549;Materiais elétricos ;19;68;114.09;21/12/2011;1;inglês
9550;Avaliaçào da incorporaçào de cinzas de lodo de esgoto como adiçào mineral em concretos de cimento Portland;52;68;509.87;13/11/2002;2;inglês
9551;Dance dance dance;59;68;84.57;15/06/2010;4;inglês
9552;Desenvolvimento de um novo complexo macrocâclico do sistema cobalto cyclam;23;68;163.99;10/11/2005;3;inglês
9553;Análise dos processos de flotaçào e oxidaçào avançada para o tratamento de efluente modelo da indústria do petríleo;24;68;94.58;17/11/2000;1;inglês
9554;A comprehensive grammar of the english language ;8;68;474.02;05/07/2013;4;inglês
9555;Impacto da variabilidade de peso no controle matebílico de pacientes transplantados cardâacos;38;68;265.01;04/02/2018;4;inglês
9556;Escrever melhor;18;68;83.83;04/12/2016;1;inglês
9557;Princâpio da proibiçào de retrocesso jusfundamental;62;68;23.61;24/07/2004;4;inglês
9558;Abuso eventual de direito ;66;68;269.0;22/10/2000;1;inglês
9559;Lígica e linguagem cotidiana;11;68;47.15;13/01/2018;5;inglês
9560;Acesso à  justiça ;45;68;92.42;17/05/2017;5;inglês
9561;Anais do 16Âº Congresso Brasileiro de Engenharia Sanitária e Ambiental ;5;68;373.31;30/11/2010;5;inglês
9562;Mapa de conteúdos e mapa de dependência;32;68;151.82;29/12/2014;1;inglês
9563;A love supreme;8;68;36.75;25/10/2017;1;inglês
9564;O mundo perdido;12;68;307.69;09/07/2009;4;inglês
9565;Introduçào à  afasia;69;68;318.58;29/08/2013;3;inglês
9566;Ferrovias inglesas e mobilidade social no nordeste (1850-1900);61;68;272.55;09/11/2015;2;inglês
9567;Influência das espécies do plasma de N2+02 nas propriedades fâsico-quâmicas das sueprfâcies do pet;46;68;209.3;22/05/2015;4;inglês
9568;Workshop polâticas de propriedade intelectual, negociaçào, cooperaçào e comercializaçào de tecnologia em universidades e instituições de pesquisa;73;68;408.2;24/01/2000;3;inglês
9569;Como as instituições pensam ;73;68;57.65;03/12/2006;5;inglês
9570;Dante, poeta do mundo secular ;13;68;203.08;22/01/2010;1;inglês
9571;A argumentaçào;25;68;111.86;06/03/2017;4;inglês
9572;Resumo ;54;68;120.08;26/03/2000;2;inglês
9573;Análise fitoecolígica do manguezal e ocupaçào das margens do estuário hipersalino ApodiMossorí (RN-Brasil);8;68;468.05;31/03/2015;2;inglês
9574;Heinz Kohut e a psicologia do self ;50;68;305.31;15/12/2000;5;inglês
9575;Distúrbios de aprendizagem;68;68;377.56;21/11/2001;2;inglês
9576;A era de Napoleào;56;68;452.35;23/07/2016;5;inglês
9577;Uma fonte chaveada de 50kw com correçào de fator de potênica para alimentaçào de uma tocha de plasma indutiva utilizando técnicas de controle digital;45;68;14.05;28/07/2012;3;inglês
9578;(Des)fiando a trama;66;68;356.72;19/11/2003;5;inglês
9579;Great Irish lives ;3;68;288.51;01/05/2006;4;inglês
9580;Common marine invertebrates of the Northwestern Gulf Coast ;14;68;0.32;09/01/2010;2;inglês
9581;Análise diagnística da polâtica nacional de saúde para reduçào de acidentes e violências ;18;68;94.25;28/10/2014;3;inglês
9582;Ninoca vai à  fazenda ;72;68;125.3;30/08/2012;5;inglês
9583;Resenha ;42;68;49.84;04/12/2003;4;inglês
9584;Joseph Boulogne called Chevalier de Saint-Georges;64;68;198.72;14/09/2012;3;inglês
9585;Objetivos e conteúdos no ensino de Fâsica para adultos;30;68;286.66;22/11/2007;2;inglês
9586;Avanços e polêmicas em avaliaçào psicolígica:;32;68;225.13;06/12/2001;1;inglês
9587;Compêndio de direito penal juvenil;8;68;24.03;22/04/2001;3;inglês
9588;Distúrbios de leitura e escrita;48;68;386.09;26/07/2003;4;inglês
9589;A violência do mundo ;42;68;213.02;30/09/2011;4;inglês
9590;Das màos do oleiro;7;68;271.75;15/04/2012;1;inglês
9591;Samarcanda ;57;68;180.3;14/07/2010;1;inglês
9592;MAPLE V;33;68;388.54;10/11/2010;5;inglês
9593;Dom Joào VI e a siderurgia no Brasil ;4;68;331.04;26/10/2017;2;inglês
9594;Contos do Rio de Janeiro ;48;68;74.83;03/01/2004;3;inglês
9595;A manilha e o libambo;4;68;408.35;23/08/2003;4;inglês
9596;Geraçào de casos de teste a partir de especificações B;62;68;101.62;25/05/2009;5;inglês
9597;A Educaçào no Brasil na decada de 80 ;3;68;222.44;13/10/2017;1;inglês
9598;Tratado de biofarmácia e farmacocinética ;62;68;75.63;16/04/2014;4;inglês
9599;Textos escolhidos ;9;68;139.32;14/11/1999;1;inglês
9600;Semeadoras para plantio direto ;72;68;141.0;24/05/2010;3;inglês
9601;Balanced scorecard como ferramenta de avaliaçào da consistência estratégica;55;68;227.78;02/03/2000;4;inglês
9602;Questões para analistas do discurso ;6;68;275.26;24/05/2010;4;inglês
9603;A autonomia universitária no estado contemporâneo e no direito positivo brasileiro ;64;68;188.63;17/02/2014;1;inglês
9604;Compreendendo como as crianças significam o direito de brincar;3;68;364.27;22/02/2011;5;inglês
9605;Iracema;31;68;157.39;31/10/2013;3;inglês
9606;Detecçào de áreas degradadas na sub-bacia hidrográfica do Rio TaperoáPB, utilizando parâmetros fâsicos dos sensores MODISTERRA e TMLANDSAT;21;68;87.01;25/01/2000;3;inglês
9607;Introduçào à  programaçào orientada a objetos usando JAVA ;19;68;488.75;13/12/2000;5;inglês
9608;Ecofisiologia de cultivos anuais;46;68;221.33;22/08/2013;1;inglês
9609;La Monadologie ;49;68;515.79;18/11/1999;1;inglês
9610;Vie des formes;6;68;174.72;25/03/2010;2;inglês
9611;Anales del XXI Congreso Interamericano de Ingenieria Sanitaria y Ambiental, Rio de Janeiro,RJ, 18 a 23 de septiembre de 1988.-;71;68;504.67;13/10/2018;1;inglês
9612;O sucesso passo a passo ;39;68;133.63;04/10/2004;5;inglês
9613;Curso de bovinocultura ;36;68;285.29;03/09/2012;5;inglês
9614;Estudo das propriedades crâticas do processo epidêmico por par com difusào de pares;69;68;358.18;13/02/2006;2;inglês
9615;Barbara Celarent;31;68;98.75;30/01/2005;1;inglês
9616;O quinze;8;68;188.17;29/06/2009;2;inglês
9617;Fonoaudiologia fundamental ;31;68;491.86;14/08/2009;3;inglês
9618;Atravessando a rua ;37;68;360.04;27/01/2000;5;inglês
9619;Group sequential communication (GSC);27;68;95.28;09/09/2002;4;inglês
9620;Pocket companion to Robbins and Cotran pathologic basis of disease ;73;68;404.4;13/09/2000;3;inglês
9621;Anais do XII Simpísio Brasileiro de Recursos Hâdricos;26;68;204.34;31/01/2001;3;inglês
9622;Nos passos de Hannah Arendt ;51;68;482.43;11/08/2007;1;inglês
9623;Desenvolvimento de um sistema de automaçào para uma planta de inertizaçào de resâduos por plasma;7;68;489.21;16/08/2010;2;inglês
9624;O poder legislativo no presidencialismo de coalizào ;31;68;8.34;16/08/2002;2;inglês
9625;The paraview guide;43;68;83.37;27/12/2016;1;inglês
9626;O vestâgio e a aura;57;68;413.65;15/11/2005;1;inglês
9627;A transiçào para a economia socialista ;7;68;188.75;06/06/2008;4;inglês
9628;CC++Mathematical algorithms in visual basic for scientists & engineers ;47;68;96.08;20/03/2018;4;inglês
9629;Estudo paramétrico da recuperaçào de petríleo pesado por aquecimento eletromagnético resistivo;73;68;20.98;05/10/2013;2;inglês
9630;Razões de uma poesia ;23;68;451.07;30/10/2010;3;inglês
9631;Organizaçào estruturada de computadores ;21;68;430.72;17/06/2012;1;inglês
9632;O assassino na chuva ;72;68;134.51;07/07/2011;1;inglês
9633;O poder do design;47;68;349.44;16/10/2009;2;inglês
9634;Manual de hipertensào arterial da Sociedade de Hipertensào do Estado do Rio de Janeiro ;31;68;492.64;17/02/2009;4;inglês
9635;Maturidade e velhice;3;68;20.38;26/03/2017;2;inglês
9636;Turismo religioso ;23;68;304.18;25/07/2018;2;inglês
9637;Contextos de alfabetizaçào inicial ;42;68;438.07;19/09/2008;1;inglês
9638;Método de elementos finitos em análise de estruturas ;7;68;23.34;11/11/2000;4;inglês
9639;Evapotranspiraçào dos citros em Cruz das Almas, Bahia ;13;68;29.49;07/05/2004;4;inglês
9640;Tecnologia social;71;68;438.48;11/04/2012;1;inglês
9641;Escola brasileira;71;68;96.67;19/09/2017;4;inglês
9642;Anais do 1Âº Simpísio àtalo-Brasileiro de Engenharia Sanitária e Ambiental ;40;68;236.36;26/03/2006;5;inglês
9643;Livro de resumos do I Encontro Norte, Nordeste e Centro-Oeste sobre formaçào docente para a educaçào superior;60;68;61.41;02/03/2015;4;inglês
9644;Doenças dos pintos, frangos e galinhas;38;68;361.98;24/09/2000;4;inglês
9645;Neurose obsessiva ;40;68;333.16;17/06/2007;1;inglês
9646;Mathematicians and the origin of the computer ;44;68;355.18;01/02/2006;2;inglês
9647;40 anos de telejornalismo em rede nacional;40;68;382.17;27/04/2017;1;inglês
9648;Manual do podílatra amador:;56;68;72.57;28/02/2010;5;inglês
9649;Estimulaçào da linguagem;73;73;161.92;31/05/2007;1;inglês
9650;CRC handbook of geophysical exploration at sea ;44;73;354.34;10/04/2006;2;inglês
9651;Relatírio de gestào 2004-2008 ;26;73;470.65;23/02/2009;5;inglês
9652;Resumo dos trabalhos tecnicos [do] 19Âº Congresso Brasileiro de Engenharia Sanitária e Ambiental ;49;73;387.34;10/02/2004;4;inglês
9653;O futuro hoje;67;73;276.36;14/03/2000;2;inglês
9654;Antologia;47;73;99.18;18/06/2017;4;inglês
9655;Fausto;57;73;214.57;11/12/2003;4;inglês
9656;Granular computing;6;73;170.72;22/01/2011;1;inglês
9657;Disfunções sexuais ;9;73;177.01;12/09/2011;5;inglês
9658;Amplificador operacional ;14;73;176.36;13/03/2016;4;inglês
9659;A Bâblia Sagrada;74;73;482.04;25/05/2006;3;inglês
9660;Puebla;38;73;26.82;20/11/2004;3;inglês
9661;Faces do design 2;31;73;255.0;18/09/2014;4;inglês
9662;Neurose e nào-neurose ;33;73;176.41;16/08/2011;5;inglês
9663;XXIII Congreso de la Asociacion Interamericana de Ingenieria Sanitaria y Ambiental, -;22;73;408.96;08/07/2017;5;inglês
9664;Elementos de geometria e desenho geométrico ;56;73;385.56;31/08/2009;1;inglês
9665;Diversidade sexual na educaçào;39;73;512.53;28/04/2011;1;inglês
9666;Religiões monoteâstas;69;73;284.24;19/06/2000;1;inglês
9667;Práticas discursivas de regulamentaçào e liberdade no processo de desenvolvimento profissional;7;73;447.12;09/04/2018;3;inglês
9668;Labelled deduction ;58;73;69.72;14/01/2012;2;inglês
9669;Epistemology;67;73;153.76;23/10/2003;1;inglês
9670;Um framework baseado em modelos para desenvolvimento de sistemas multmâdia distribuâdos autoadaptativos;74;73;381.28;28/07/2005;2;inglês
9671;Ensino superior noturno;28;73;512.05;19/06/2003;1;inglês
9672;Alimentos no direito de famâlia e no direito dos companheiros;3;73;467.99;17/04/2011;2;inglês
9673;Estratégia e táticas de preços:;19;73;194.42;07/06/2016;3;inglês
9674;Nossa herença clássica;15;73;233.37;22/07/2006;5;inglês
9675;Neurose e classes sociais;38;73;461.15;02/09/2001;5;inglês
9676;Programa final e resumos apresentados no XI Salào de Iniciaçào Cientâfica, Porto Alegre, 30 de maio a 01 de junho de 2007. -;44;73;178.25;26/07/2000;4;inglês
9677;Guia de orientaçào sexual;3;73;433.07;10/10/2017;4;inglês
9678;Uniào estável;56;73;202.82;02/06/2005;2;inglês
9679;Plastics materials ;53;73;235.72;31/03/2016;2;inglês
9680;Quarto de despejo;17;73;65.74;18/06/2000;3;inglês
9681;Psicologia ;31;73;341.38;18/09/2017;2;inglês
9682;Enfermagem;35;73;183.06;27/01/2012;4;inglês
9683;Funcionalidade em pacientes apís acidente vascular encefálico;43;73;366.09;19/11/2003;5;inglês
9684;O direito internacional dos refugiados;58;73;193.94;30/04/2008;4;inglês
9685;Desenvolvimento de antenas de microfitas com patch em anel utilizando materiais ferrimagnéticos e metamateriais;45;73;18.34;19/08/2011;4;inglês
9686;Medio ambiente y desarrollo de los recursos hidráulicos ;63;73;442.34;28/04/2005;1;inglês
9687;Anais do 2Âº Congresso Brasileiro de Engenharia Quâmica em Iniciaçào Cientâfica, Uberlândia, 12 a 14 de agosto de 1997 ;67;73;246.82;21/12/2005;5;inglês
9688;Gerenciamento do tempo em projetos ;59;73;43.67;16/04/2018;5;inglês
9689;Fundamentos do sistema AS400 ;31;73;175.11;12/01/2010;2;inglês
9690;Os desafios do designer & outros textos sobre design grafico ;13;73;472.77;08/01/2018;3;inglês
9691;Instituto Euvaldo Lodi;24;73;60.56;18/11/2006;5;inglês
9692;Direito das organizações internacionais e direito de integraçào ;10;73;122.33;17/11/2003;2;inglês
9693;Pastoral da terra;61;73;205.37;12/02/2009;2;inglês
9694;Minimanual compacto de biologia;27;73;327.53;21/01/2017;3;inglês
9695;Vigor e inovaçào na pesquisa brasileira;47;73;210.9;01/04/2016;3;inglês
9696;Responsabilidade penal da pessoa jurâdica ;70;73;138.55;24/10/2008;5;inglês
9697;Proceedings of the ACM Workshop on Privacy in the Electronic Society;48;73;337.81;08/05/2012;4;inglês
9698;Dinheiro, os segredos de quem tem;58;73;325.85;08/11/2003;1;inglês
9699;Astrologia;72;73;326.97;07/02/2014;2;inglês
9700;Proceedings ... Web3D Symposium, Paderborn, Germany, February 19-22,2001.;5;73;123.02;31/01/2000;2;inglês
9701;Empresário brasileiro;15;73;142.41;11/11/2003;1;inglês
9702;Fâsica 2:;20;73;476.55;28/05/2003;2;inglês
9703;Modern algebra and the rise of mathematical structures ;10;73;374.59;26/11/2014;5;inglês
9704;Proceedings [of the] CSCW 2002;57;73;95.88;06/11/2006;4;inglês
9705;A regra do jogo;11;73;468.51;02/06/2017;4;inglês
9706;Faces do design ;11;73;345.92;15/05/2001;4;inglês
9707;Introduçào à s técnicas microscípicas;20;73;255.57;25/12/2005;5;inglês
9708;Principles of powder technology ;40;73;475.56;03/02/2000;1;inglês
9709;Dante L'antépurgatoire:;74;73;208.91;21/05/2018;5;inglês
9710;Sentenças câveis para concurso ;39;73;439.16;04/03/2006;5;inglês
9711;Grafologia;1;73;326.26;21/07/2016;4;inglês
9712;As conferências Nacionais de saúde:;19;73;40.83;13/08/2006;5;inglês
9713;Jurisprudencia latinoamericana sobre derecho penal internacional;1;73;35.32;10/10/2012;2;inglês
9714;O poder interior ;3;73;502.94;13/09/2004;5;inglês
9715;Meu casaco de general;65;73;454.99;21/01/2004;2;inglês
9716;Estado e politica em Marx ;1;73;105.83;04/08/2018;3;inglês
9717;Manual doutrinário e prático de processo penal;20;73;483.09;06/06/2002;3;inglês
9718;O prazer de ler Freud  ;6;73;389.76;07/07/2008;3;inglês
9719;Todos os animais sào nossos irmàos ;54;73;100.27;18/08/2003;3;inglês
9720;Multiple view geometry in computer vision ;56;73;228.52;31/07/2000;3;inglês
9721;Os rios e a floresta;43;73;194.09;23/10/2015;4;inglês
9722;Sinopse estatâstica da educaçào superior;69;73;315.27;28/03/2014;2;inglês
9723;Ordenações manuelinas . -;19;73;32.64;01/03/2008;4;inglês
9724;Orientações gerais para elaboraçào de editais - processo seletivo público;34;73;189.81;08/10/2009;2;inglês
9725;Roteiro de uma vida no design ;4;73;181.14;11/06/2007;5;inglês
9726;Foundations of logic and mathematics;74;73;45.77;09/02/2010;1;inglês
9727;Educaçào e modernidade em Pernambuco;61;73;506.49;14/11/2010;1;inglês
9728;Legado politico do Ocidente;47;73;304.57;03/09/2017;3;inglês
9729;Filosofia para crianças em debate ;43;73;123.8;06/04/2010;3;inglês
9730;Sistema da ética ;29;73;147.74;06/11/2013;3;inglês
9731;Letramento;41;73;163.33;08/12/2000;4;inglês
9732;Pensando melhor;4;73;458.38;27/04/2013;5;inglês
9733;Formaçào histírica de uma cidade pioneira paulista;14;73;232.31;12/05/2005;2;inglês
9734;A reforma da reforma;69;73;515.12;01/05/2015;5;inglês
9735;Você nào pode ser neutro num trem em movimento:;16;73;94.33;24/06/2013;5;inglês
9736;Filosofia ;39;73;492.73;14/12/2014;1;inglês
9737;Resumos [do] XXXVI Congresso Brasileiro de Quâmica, Sào Paulo, 1-5 setembro de 1996 ;22;73;476.29;18/05/2005;4;inglês
9738;A sociedade da abundância ;64;73;454.48;21/04/2003;3;inglês
9739;Gnomes in the fog;66;73;11.95;04/03/2010;2;inglês
9740;Uma sombra na parede ;54;73;501.46;28/05/2006;2;inglês
9741;Direito processual do trabalho ;70;73;282.01;02/09/2001;5;inglês
9742;Ministério Público;57;73;58.59;08/06/2013;1;inglês
9743;Violência e direitos humanos nas fronteiras do Brasil;45;73;367.15;17/08/2004;4;inglês
9744;Maternal-newborn nursing;65;73;260.74;12/01/2002;5;inglês
9745;Paraty;71;73;10.4;27/07/2014;1;inglês
9746;Direito da criança e do adolescente;51;73;93.05;11/07/2002;4;inglês
9747;Memíria de Ulisses;18;73;454.17;28/12/2005;4;inglês
9748;An introduction to fuzzy logic and fuzzy sets ;58;73;326.3;25/10/2003;1;inglês
9749;Ensayos éticos ;74;73;397.03;28/01/2003;5;inglês
9750;O século XIX e a histíria;60;73;241.11;09/11/2001;1;inglês
9751;Fato social e divisào do trabalho ;54;73;200.02;01/09/2004;3;inglês
9752;Literatura brasileira;49;73;290.88;07/04/2003;3;inglês
9753;Paz e guerra entre as nações ;49;73;10.12;21/07/2016;3;inglês
9754;Projeto tipográfico;29;73;151.0;20/05/2013;3;inglês
9755;Terapia fonoaudiolígica para os desvios fonolígicos ;73;73;111.47;11/08/2016;5;inglês
9756;Senhora;29;73;54.2;16/03/2012;3;inglês
9757;O menino-candeeiro ;11;73;218.61;21/04/2006;1;inglês
9758;Electrical grounding;17;73;10.04;09/02/2011;5;inglês
9759;Projeto desenhos e (con)textos;52;73;268.73;24/03/2009;5;inglês
9760;A diocese de Paranavaâ:;30;73;15.74;28/07/2000;4;inglês
9761;Triste fim de Policarpo Quaresma ;54;73;240.31;13/04/2016;2;inglês
9762;Pacto de amor em Brasâlia ;4;73;188.37;29/01/2006;2;inglês
9763;Modificaçào de comportamento;27;73;512.35;18/10/2002;2;inglês
9764;Gramaticalizaçào;60;73;105.97;27/02/2007;3;inglês
9765;A cidade, o mar e as serras;37;73;37.07;02/05/2002;1;inglês
9766;Questões objetivas de direito administrativo ;6;73;497.01;03/02/2008;5;inglês
9767;Autonomia e parceria;9;73;355.68;28/04/2017;2;inglês
9768;Escute o seu corpo:;38;73;257.4;19/10/2000;2;inglês
9769;Do processo cautelar ;36;73;312.62;12/01/2008;1;inglês
9770;Ditadura e democracia na América Latina;38;73;224.09;09/02/2007;4;inglês
9771;Reforma polâtica;11;73;158.81;31/10/2016;4;inglês
9772;O esperanto como revelaçào ;57;73;509.98;31/03/2007;1;inglês
9773;Sistemas eleitorais ;54;73;132.46;05/07/2016;5;inglês
9774;Analisis instrumental;67;73;493.21;25/01/2018;2;inglês
9775;Confusào na roça ;50;73;144.82;21/08/2011;1;inglês
9776;As raâzes clássicas da historiografia moderna ;14;73;381.19;16/09/2016;2;inglês
9777;O livro;36;73;167.82;19/09/2015;5;inglês
9778;Recueil de fabliaux. -;60;73;216.25;27/10/2005;1;inglês
